cell,true_label,cluster
B8.B003275.3_38_F.1.1,endothelial cell,8
B8.B003290.3_38_F.1.1,endothelial cell,2
B8.MAA000424.3_11_M.1.1,oligodendrocyte,1
B8.MAA000560.3_10_M.1.1,oligodendrocyte,15
B8.MAA000564.3_10_M.1.1,oligodendrocyte,1
B8.MAA000615.3_10_M.1.1,endothelial cell,2
B8.MAA000926.3_9_M.1.1,oligodendrocyte,1
B8.MAA000930.3_8_M.1.1,oligodendrocyte,1
B8.MAA000932.3_11_M.1.1,endothelial cell,8
B8.MAA001854.3_38_F.1.1,endothelial cell,2
B8.MAA001894.3_39_F.1.1,astrocyte,0
B8.MAA001895.3_38_F.1.1,brain pericyte,4
B9.B003277.3_39_F.1.1,oligodendrocyte,13
B9.B003290.3_38_F.1.1,endothelial cell,11
B9.MAA000560.3_10_M.1.1,astrocyte,19
B9.MAA000578.3_10_M.1.1,oligodendrocyte,1
B9.MAA000615.3_10_M.1.1,astrocyte,0
B9.MAA000923.3_9_M.1.1,oligodendrocyte,1
B9.MAA000926.3_9_M.1.1,astrocyte,19
B9.MAA000930.3_8_M.1.1,oligodendrocyte,15
B9.MAA000932.3_11_M.1.1,endothelial cell,2
B9.MAA000935.3_8_M.1.1,oligodendrocyte,15
B9.MAA000944.3_9_M.1.1,astrocyte,5
B9.MAA001845.3_39_F.1.1,endothelial cell,17
B9.MAA001854.3_38_F.1.1,oligodendrocyte,7
B9.MAA001894.3_39_F.1.1,astrocyte,19
C1.B000404.3_56_F.1.1,oligodendrocyte precursor cell,7
C1.B003277.3_39_F.1.1,oligodendrocyte,1
C1.B003290.3_38_F.1.1,oligodendrocyte,12
C1.MAA000560.3_10_M.1.1,oligodendrocyte,1
C1.MAA000563.3_10_M.1.1,astrocyte,19
C1.MAA000564.3_10_M.1.1,oligodendrocyte,15
C1.MAA000578.3_10_M.1.1,Bergmann glial cell,6
C1.MAA000638.3_9_M.1.1,oligodendrocyte,1
C1.MAA000926.3_9_M.1.1,astrocyte,19
C1.MAA000930.3_8_M.1.1,oligodendrocyte,1
C1.MAA000932.3_11_M.1.1,endothelial cell,8
C1.MAA000940.3_8_M.1.1,neuron,3
C1.MAA000941.3_8_M.1.1,oligodendrocyte,15
C1.MAA000942.3_8_M.1.1,astrocyte,5
C1.MAA001894.3_39_F.1.1,astrocyte,19
C1.MAA001895.3_38_F.1.1,brain pericyte,4
C10.B003275.3_38_F.1.1,endothelial cell,8
C10.B003290.3_38_F.1.1,endothelial cell,17
C10.MAA000581.3_10_M.1.1,oligodendrocyte,1
C10.MAA000615.3_10_M.1.1,oligodendrocyte precursor cell,7
C10.MAA000925.3_9_M.1.1,oligodendrocyte,1
C10.MAA000926.3_9_M.1.1,oligodendrocyte,1
C10.MAA000935.3_8_M.1.1,oligodendrocyte,1
C10.MAA000944.3_9_M.1.1,oligodendrocyte,1
C10.MAA001845.3_39_F.1.1,endothelial cell,2
C11.B003275.3_38_F.1.1,oligodendrocyte precursor cell,7
C11.MAA000553.3_10_M.1.1,endothelial cell,8
C11.MAA000560.3_10_M.1.1,oligodendrocyte,1
C11.MAA000638.3_9_M.1.1,endothelial cell,17
C11.MAA000926.3_9_M.1.1,oligodendrocyte,1
C11.MAA000932.3_11_M.1.1,endothelial cell,11
C11.MAA001894.3_39_F.1.1,neuron,18
C12.B003275.3_38_F.1.1,oligodendrocyte,12
C12.B003290.3_38_F.1.1,endothelial cell,8
C12.MAA000553.3_10_M.1.1,endothelial cell,8
C12.MAA000560.3_10_M.1.1,astrocyte,0
C12.MAA000561.3_10_M.1.1,neuron,3
C12.MAA000581.3_10_M.1.1,endothelial cell,17
C12.MAA000615.3_10_M.1.1,oligodendrocyte,1
C12.MAA000641.3_9_M.1.1,endothelial cell,2
C12.MAA000923.3_9_M.1.1,oligodendrocyte,1
C12.MAA000926.3_9_M.1.1,oligodendrocyte,1
C12.MAA000942.3_8_M.1.1,astrocyte,0
C12.MAA000944.3_9_M.1.1,oligodendrocyte,1
C12.MAA001895.3_38_F.1.1,endothelial cell,2
C13.B000621.3_56_F.1.1,astrocyte,0
C13.B003275.3_38_F.1.1,endothelial cell,11
C13.B003290.3_38_F.1.1,endothelial cell,11
C13.MAA000560.3_10_M.1.1,oligodendrocyte,1
C13.MAA000563.3_10_M.1.1,oligodendrocyte,1
C13.MAA000564.3_10_M.1.1,oligodendrocyte,15
C13.MAA000581.3_10_M.1.1,endothelial cell,2
C13.MAA000615.3_10_M.1.1,neuron,18
C13.MAA000638.3_9_M.1.1,neuron,10
C13.MAA000923.3_9_M.1.1,oligodendrocyte,1
C13.MAA000926.3_9_M.1.1,endothelial cell,8
C13.MAA000935.3_8_M.1.1,astrocyte,19
C13.MAA000942.3_8_M.1.1,oligodendrocyte,1
C13.MAA000944.3_9_M.1.1,oligodendrocyte,1
C13.MAA001894.3_39_F.1.1,astrocyte,0
C14.B000621.3_56_F.1.1,oligodendrocyte,1
C14.B003275.3_38_F.1.1,endothelial cell,8
C14.MAA000560.3_10_M.1.1,oligodendrocyte,1
C14.MAA000563.3_10_M.1.1,astrocyte,0
C14.MAA000615.3_10_M.1.1,neuron,18
C14.MAA000926.3_9_M.1.1,endothelial cell,2
C14.MAA001894.3_39_F.1.1,oligodendrocyte,1
C15.B003275.3_38_F.1.1,endothelial cell,17
C15.B003290.3_38_F.1.1,endothelial cell,11
C15.MAA000564.3_10_M.1.1,oligodendrocyte,1
C15.MAA000581.3_10_M.1.1,neuron,10
C15.MAA000638.3_9_M.1.1,oligodendrocyte,1
C15.MAA000641.3_9_M.1.1,endothelial cell,17
C15.MAA000926.3_9_M.1.1,brain pericyte,4
C15.MAA000935.3_8_M.1.1,endothelial cell,11
C15.MAA000942.3_8_M.1.1,oligodendrocyte,1
C15.MAA000944.3_9_M.1.1,oligodendrocyte,1
C15.MAA001895.3_38_F.1.1,endothelial cell,8
C16.B003275.3_38_F.1.1,endothelial cell,11
C16.MAA000560.3_10_M.1.1,astrocyte,0
C16.MAA000581.3_10_M.1.1,endothelial cell,8
C16.MAA000926.3_9_M.1.1,endothelial cell,2
C16.MAA000935.3_8_M.1.1,oligodendrocyte,1
C16.MAA000942.3_8_M.1.1,neuron,3
C16.MAA000944.3_9_M.1.1,endothelial cell,8
C16.MAA000947.3_9_M.1.1,endothelial cell,2
C16.MAA001853.3_38_F.1.1,neuron,10
C16.MAA001895.3_38_F.1.1,brain pericyte,16
C17.B003275.3_38_F.1.1,neuron,18
C17.B003290.3_38_F.1.1,oligodendrocyte,15
C17.MAA000561.3_10_M.1.1,brain pericyte,4
C17.MAA000581.3_10_M.1.1,brain pericyte,4
C17.MAA000638.3_9_M.1.1,oligodendrocyte,15
C17.MAA000641.3_9_M.1.1,oligodendrocyte precursor cell,7
C17.MAA000924.3_8_M.1.1,oligodendrocyte,12
C17.MAA000925.3_9_M.1.1,oligodendrocyte,1
C17.MAA000926.3_9_M.1.1,oligodendrocyte,15
C17.MAA000932.3_11_M.1.1,endothelial cell,2
C17.MAA000940.3_8_M.1.1,oligodendrocyte,1
C17.MAA000942.3_8_M.1.1,oligodendrocyte,1
C17.MAA000944.3_9_M.1.1,astrocyte,19
C18.B000621.3_56_F.1.1,oligodendrocyte,15
C18.MAA000560.3_10_M.1.1,oligodendrocyte,1
C18.MAA000561.3_10_M.1.1,neuron,12
C18.MAA000564.3_10_M.1.1,oligodendrocyte,1
C18.MAA000581.3_10_M.1.1,endothelial cell,17
C18.MAA000925.3_9_M.1.1,oligodendrocyte,1
C18.MAA000926.3_9_M.1.1,endothelial cell,11
C18.MAA000930.3_8_M.1.1,oligodendrocyte,1
C18.MAA000940.3_8_M.1.1,oligodendrocyte,15
C18.MAA000941.3_8_M.1.1,endothelial cell,12
C18.MAA000942.3_8_M.1.1,neuron,3
C18.MAA000944.3_9_M.1.1,oligodendrocyte,1
C18.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,7
C18.MAA001895.3_38_F.1.1,brain pericyte,4
C19.B003728.3_56_F.1.1,astrocyte,0
C19.MAA000553.3_10_M.1.1,astrocyte,0
C19.MAA000560.3_10_M.1.1,oligodendrocyte,1
C19.MAA000561.3_10_M.1.1,brain pericyte,16
C19.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,7
C19.MAA000581.3_10_M.1.1,endothelial cell,17
C19.MAA000930.3_8_M.1.1,oligodendrocyte,1
C19.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,7
C19.MAA000940.3_8_M.1.1,neuron,3
C19.MAA000941.3_8_M.1.1,brain pericyte,16
C19.MAA000944.3_9_M.1.1,oligodendrocyte,1
C19.MAA000947.3_9_M.1.1,oligodendrocyte,1
C19.MAA001895.3_38_F.1.1,brain pericyte,4
C2.B003290.3_38_F.1.1,endothelial cell,17
C2.MAA000560.3_10_M.1.1,oligodendrocyte,15
C2.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,7
C2.MAA000641.3_9_M.1.1,oligodendrocyte,12
C2.MAA000932.3_11_M.1.1,brain pericyte,16
C2.MAA000935.3_8_M.1.1,oligodendrocyte,15
C2.MAA000944.3_9_M.1.1,astrocyte,19
C2.MAA001845.3_39_F.1.1,endothelial cell,17
C2.MAA001894.3_39_F.1.1,oligodendrocyte,15
C20.B003277.3_39_F.1.1,oligodendrocyte,13
C20.B003728.3_56_F.1.1,astrocyte,13
C20.MAA000560.3_10_M.1.1,oligodendrocyte,15
C20.MAA000581.3_10_M.1.1,brain pericyte,4
C20.MAA000940.3_8_M.1.1,neuron,10
C20.MAA000941.3_8_M.1.1,endothelial cell,2
C20.MAA000944.3_9_M.1.1,oligodendrocyte,5
C20.MAA001895.3_38_F.1.1,endothelial cell,17
C21.B003275.3_38_F.1.1,endothelial cell,17
C21.MAA000424.3_11_M.1.1,endothelial cell,11
C21.MAA000560.3_10_M.1.1,oligodendrocyte,1
C21.MAA000581.3_10_M.1.1,endothelial cell,8
C21.MAA000926.3_9_M.1.1,oligodendrocyte,1
C21.MAA000944.3_9_M.1.1,astrocyte,19
C21.MAA001895.3_38_F.1.1,brain pericyte,16
C22.B000404.3_56_F.1.1,oligodendrocyte,1
C22.B003290.3_38_F.1.1,neuron,3
C22.B003728.3_56_F.1.1,astrocyte,19
C22.MAA000553.3_10_M.1.1,endothelial cell,8
C22.MAA000560.3_10_M.1.1,oligodendrocyte,1
C22.MAA000578.3_10_M.1.1,oligodendrocyte,15
C22.MAA000581.3_10_M.1.1,brain pericyte,4
C22.MAA000902.3_11_M.1.1,astrocyte,0
C22.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,7
C22.MAA000940.3_8_M.1.1,neuron,3
C22.MAA000944.3_9_M.1.1,neuron,3
C22.MAA001894.3_39_F.1.1,astrocyte,19
C3.B003290.3_38_F.1.1,endothelial cell,17
C3.MAA000560.3_10_M.1.1,oligodendrocyte,1
C3.MAA000564.3_10_M.1.1,neuron,18
C3.MAA000578.3_10_M.1.1,neuron,10
C3.MAA000638.3_9_M.1.1,oligodendrocyte,12
C3.MAA000641.3_9_M.1.1,brain pericyte,16
C3.MAA000926.3_9_M.1.1,brain pericyte,16
C3.MAA000930.3_8_M.1.1,oligodendrocyte,1
C3.MAA000932.3_11_M.1.1,endothelial cell,11
C3.MAA000944.3_9_M.1.1,astrocyte,19
C3.MAA001845.3_39_F.1.1,endothelial cell,17
C4.B003290.3_38_F.1.1,brain pericyte,4
C4.MAA000424.3_11_M.1.1,oligodendrocyte,1
C4.MAA000641.3_9_M.1.1,oligodendrocyte,13
C4.MAA000923.3_9_M.1.1,oligodendrocyte,1
C4.MAA000926.3_9_M.1.1,oligodendrocyte,1
C4.MAA000930.3_8_M.1.1,oligodendrocyte,1
C4.MAA000932.3_11_M.1.1,endothelial cell,11
C4.MAA000940.3_8_M.1.1,neuron,3
C4.MAA000942.3_8_M.1.1,oligodendrocyte,15
C4.MAA000944.3_9_M.1.1,oligodendrocyte,1
C4.MAA001845.3_39_F.1.1,endothelial cell,17
C4.MAA001895.3_38_F.1.1,endothelial cell,8
C5.B003290.3_38_F.1.1,astrocyte,6
C5.B003728.3_56_F.1.1,oligodendrocyte,1
C5.MAA000560.3_10_M.1.1,oligodendrocyte,1
C5.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,7
C5.MAA000926.3_9_M.1.1,oligodendrocyte,1
C5.MAA000930.3_8_M.1.1,oligodendrocyte,1
C5.MAA000932.3_11_M.1.1,endothelial cell,2
C5.MAA000942.3_8_M.1.1,oligodendrocyte,15
C5.MAA000944.3_9_M.1.1,oligodendrocyte,1
C5.MAA001895.3_38_F.1.1,endothelial cell,8
C6.B003290.3_38_F.1.1,endothelial cell,8
C6.MAA000560.3_10_M.1.1,oligodendrocyte,15
C6.MAA000563.3_10_M.1.1,oligodendrocyte,1
C6.MAA000615.3_10_M.1.1,oligodendrocyte,1
C6.MAA000923.3_9_M.1.1,oligodendrocyte,1
C6.MAA000926.3_9_M.1.1,oligodendrocyte,1
C6.MAA000930.3_8_M.1.1,oligodendrocyte,1
C6.MAA000932.3_11_M.1.1,neuron,18
C6.MAA000941.3_8_M.1.1,brain pericyte,16
C6.MAA000942.3_8_M.1.1,neuron,18
C6.MAA000944.3_9_M.1.1,astrocyte,0
C7.B003277.3_39_F.1.1,neuron,18
C7.B003290.3_38_F.1.1,endothelial cell,17
C7.MAA000560.3_10_M.1.1,astrocyte,0
C7.MAA000615.3_10_M.1.1,oligodendrocyte,1
C7.MAA000926.3_9_M.1.1,brain pericyte,16
C7.MAA000930.3_8_M.1.1,oligodendrocyte,15
C7.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,7
C7.MAA000940.3_8_M.1.1,neuron,3
C7.MAA000942.3_8_M.1.1,oligodendrocyte,15
C7.MAA001845.3_39_F.1.1,endothelial cell,17
C8.B003290.3_38_F.1.1,brain pericyte,4
C8.MAA000581.3_10_M.1.1,oligodendrocyte,1
C8.MAA000615.3_10_M.1.1,oligodendrocyte,15
C8.MAA000926.3_9_M.1.1,astrocyte,19
C8.MAA000930.3_8_M.1.1,oligodendrocyte,1
C8.MAA000932.3_11_M.1.1,endothelial cell,2
C8.MAA000944.3_9_M.1.1,oligodendrocyte,1
C8.MAA001845.3_39_F.1.1,endothelial cell,17
C8.MAA001894.3_39_F.1.1,oligodendrocyte,15
C9.B003728.3_56_F.1.1,astrocyte,0
C9.MAA000560.3_10_M.1.1,oligodendrocyte,15
C9.MAA000615.3_10_M.1.1,oligodendrocyte,1
C9.MAA000923.3_9_M.1.1,oligodendrocyte,1
C9.MAA000926.3_9_M.1.1,astrocyte,19
C9.MAA000932.3_11_M.1.1,endothelial cell,8
C9.MAA000944.3_9_M.1.1,oligodendrocyte,1
C9.MAA001845.3_39_F.1.1,endothelial cell,17
C9.MAA001895.3_38_F.1.1,brain pericyte,4
D1.MAA000560.3_10_M.1.1,oligodendrocyte,15
D1.MAA000926.3_9_M.1.1,oligodendrocyte,1
D1.MAA000930.3_8_M.1.1,astrocyte,1
D1.MAA000932.3_11_M.1.1,endothelial cell,11
D1.MAA000944.3_9_M.1.1,oligodendrocyte,1
D1.MAA001895.3_38_F.1.1,endothelial cell,17
D10.B003275.3_38_F.1.1,oligodendrocyte precursor cell,7
D10.B003728.3_56_F.1.1,oligodendrocyte,13
D10.MAA000560.3_10_M.1.1,endothelial cell,8
D10.MAA000578.3_10_M.1.1,neuron,10
D10.MAA000615.3_10_M.1.1,astrocyte,0
D10.MAA000926.3_9_M.1.1,oligodendrocyte,1
D10.MAA000942.3_8_M.1.1,oligodendrocyte,1
D10.MAA001845.3_39_F.1.1,endothelial cell,17
D11.B000621.3_56_F.1.1,endothelial cell,11
D11.B003275.3_38_F.1.1,endothelial cell,8
D11.MAA000553.3_10_M.1.1,endothelial cell,8
D11.MAA000560.3_10_M.1.1,oligodendrocyte,1
D11.MAA000561.3_10_M.1.1,oligodendrocyte,1
D11.MAA000615.3_10_M.1.1,astrocyte,0
D11.MAA000638.3_9_M.1.1,endothelial cell,11
D11.MAA000902.3_11_M.1.1,neuron,18
D11.MAA000923.3_9_M.1.1,oligodendrocyte,1
D11.MAA000926.3_9_M.1.1,oligodendrocyte,1
D11.MAA000935.3_8_M.1.1,oligodendrocyte,1
D11.MAA000942.3_8_M.1.1,oligodendrocyte,15
D11.MAA001845.3_39_F.1.1,endothelial cell,16
D12.B003290.3_38_F.1.1,endothelial cell,8
D12.MAA000424.3_11_M.1.1,neuron,10
D12.MAA000560.3_10_M.1.1,oligodendrocyte,1
D12.MAA000561.3_10_M.1.1,neuron,3
D12.MAA000641.3_9_M.1.1,oligodendrocyte,1
D12.MAA000926.3_9_M.1.1,neuron,10
D12.MAA000941.3_8_M.1.1,oligodendrocyte,1
D12.MAA000944.3_9_M.1.1,oligodendrocyte,1
D12.MAA001895.3_38_F.1.1,brain pericyte,4
D13.B000404.3_56_F.1.1,oligodendrocyte,1
D13.B003275.3_38_F.1.1,endothelial cell,17
D13.B003728.3_56_F.1.1,oligodendrocyte,13
D13.MAA000553.3_10_M.1.1,oligodendrocyte,1
D13.MAA000615.3_10_M.1.1,neuron,3
D13.MAA000638.3_9_M.1.1,oligodendrocyte,13
D13.MAA000926.3_9_M.1.1,astrocyte,19
D13.MAA000941.3_8_M.1.1,endothelial cell,8
D13.MAA000944.3_9_M.1.1,endothelial cell,17
D14.B003275.3_38_F.1.1,endothelial cell,8
D14.B003290.3_38_F.1.1,endothelial cell,2
D14.B003728.3_56_F.1.1,oligodendrocyte,5
D14.MAA000560.3_10_M.1.1,oligodendrocyte,1
D14.MAA000581.3_10_M.1.1,endothelial cell,11
D14.MAA000615.3_10_M.1.1,endothelial cell,8
D14.MAA000926.3_9_M.1.1,endothelial cell,8
D14.MAA000930.3_8_M.1.1,endothelial cell,8
D15.B003275.3_38_F.1.1,endothelial cell,2
D15.MAA000550.3_10_M.1.1,oligodendrocyte,15
D15.MAA000560.3_10_M.1.1,oligodendrocyte,1
D15.MAA000561.3_10_M.1.1,brain pericyte,4
D15.MAA000581.3_10_M.1.1,endothelial cell,8
D15.MAA000925.3_9_M.1.1,oligodendrocyte,15
D15.MAA000926.3_9_M.1.1,endothelial cell,2
D15.MAA000935.3_8_M.1.1,oligodendrocyte precursor cell,7
D15.MAA000944.3_9_M.1.1,oligodendrocyte,1
D15.MAA000947.3_9_M.1.1,oligodendrocyte,1
D16.B000621.3_56_F.1.1,oligodendrocyte,1
D16.MAA000424.3_11_M.1.1,endothelial cell,8
D16.MAA000561.3_10_M.1.1,neuron,10
D16.MAA000581.3_10_M.1.1,endothelial cell,11
D16.MAA000926.3_9_M.1.1,oligodendrocyte,1
D16.MAA000944.3_9_M.1.1,oligodendrocyte,1
D16.MAA000947.3_9_M.1.1,oligodendrocyte,1
D16.MAA001853.3_38_F.1.1,neuron,10
D16.MAA001895.3_38_F.1.1,brain pericyte,16
D17.B000621.3_56_F.1.1,oligodendrocyte,1
D17.B001688.3_38_F.1.1,oligodendrocyte,1
D17.B003275.3_38_F.1.1,endothelial cell,11
D17.B003290.3_38_F.1.1,brain pericyte,16
D17.MAA000560.3_10_M.1.1,brain pericyte,16
D17.MAA000561.3_10_M.1.1,brain pericyte,16
D17.MAA000581.3_10_M.1.1,endothelial cell,2
D17.MAA000902.3_11_M.1.1,oligodendrocyte,1
D17.MAA000923.3_9_M.1.1,endothelial cell,2
D17.MAA000926.3_9_M.1.1,astrocyte,0
D17.MAA000940.3_8_M.1.1,neuron,3
D17.MAA000942.3_8_M.1.1,oligodendrocyte,1
D17.MAA000944.3_9_M.1.1,astrocyte,0
D17.MAA001845.3_39_F.1.1,neuron,10
D18.MAA000561.3_10_M.1.1,endothelial cell,2
D18.MAA000581.3_10_M.1.1,neuron,10
D18.MAA000923.3_9_M.1.1,oligodendrocyte,15
D18.MAA000926.3_9_M.1.1,oligodendrocyte,1
D18.MAA000928.3_9_M.1.1,oligodendrocyte,1
D18.MAA000935.3_8_M.1.1,astrocyte,19
D18.MAA000940.3_8_M.1.1,oligodendrocyte,15
D18.MAA000944.3_9_M.1.1,oligodendrocyte,1
D18.MAA001894.3_39_F.1.1,oligodendrocyte,7
D18.MAA001895.3_38_F.1.1,endothelial cell,8
D19.B003290.3_38_F.1.1,neuron,3
D19.MAA000553.3_10_M.1.1,astrocyte,0
D19.MAA000560.3_10_M.1.1,oligodendrocyte,1
D19.MAA000561.3_10_M.1.1,endothelial cell,8
D19.MAA000564.3_10_M.1.1,oligodendrocyte,1
D19.MAA000581.3_10_M.1.1,endothelial cell,17
D19.MAA000923.3_9_M.1.1,brain pericyte,16
D19.MAA000926.3_9_M.1.1,oligodendrocyte,1
D19.MAA000935.3_8_M.1.1,oligodendrocyte,1
D19.MAA000941.3_8_M.1.1,endothelial cell,2
D19.MAA000944.3_9_M.1.1,oligodendrocyte,15
D2.B003290.3_38_F.1.1,endothelial cell,17
D2.B003728.3_56_F.1.1,oligodendrocyte,15
D2.MAA000564.3_10_M.1.1,oligodendrocyte,1
D2.MAA000615.3_10_M.1.1,oligodendrocyte precursor cell,7
D2.MAA000641.3_9_M.1.1,oligodendrocyte precursor cell,7
D2.MAA000923.3_9_M.1.1,astrocyte,19
D2.MAA000926.3_9_M.1.1,oligodendrocyte,1
D2.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,7
D2.MAA000935.3_8_M.1.1,oligodendrocyte,9
D2.MAA000944.3_9_M.1.1,oligodendrocyte,5
D20.B003275.3_38_F.1.1,oligodendrocyte,14
D20.MAA000560.3_10_M.1.1,astrocyte,0
D20.MAA000563.3_10_M.1.1,oligodendrocyte,1
D20.MAA000578.3_10_M.1.1,oligodendrocyte precursor cell,9
D20.MAA000581.3_10_M.1.1,neuron,10
D20.MAA000926.3_9_M.1.1,oligodendrocyte,1
D20.MAA000930.3_8_M.1.1,oligodendrocyte,1
D20.MAA000944.3_9_M.1.1,oligodendrocyte,15
D20.MAA000947.3_9_M.1.1,astrocyte,0
D20.MAA001853.3_38_F.1.1,neuron,10
D20.MAA001895.3_38_F.1.1,endothelial cell,11
D21.B003275.3_38_F.1.1,endothelial cell,17
D21.MAA000560.3_10_M.1.1,oligodendrocyte,1
D21.MAA000561.3_10_M.1.1,endothelial cell,8
D21.MAA000578.3_10_M.1.1,astrocyte,6
D21.MAA000930.3_8_M.1.1,oligodendrocyte,1
D21.MAA000932.3_11_M.1.1,oligodendrocyte,1
D21.MAA000935.3_8_M.1.1,oligodendrocyte,9
D21.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,7
D22.B003275.3_38_F.1.1,endothelial cell,17
D22.B003290.3_38_F.1.1,neuron,3
D22.MAA000561.3_10_M.1.1,neuron,3
D22.MAA000563.3_10_M.1.1,oligodendrocyte,1
D22.MAA000578.3_10_M.1.1,oligodendrocyte,1
D22.MAA000926.3_9_M.1.1,neuron,10
D22.MAA000930.3_8_M.1.1,oligodendrocyte,1
D22.MAA000935.3_8_M.1.1,oligodendrocyte,1
D22.MAA000941.3_8_M.1.1,oligodendrocyte,1
D22.MAA000944.3_9_M.1.1,oligodendrocyte,1
D3.B003290.3_38_F.1.1,endothelial cell,8
D3.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,7
D3.MAA000641.3_9_M.1.1,oligodendrocyte,12
D3.MAA000926.3_9_M.1.1,oligodendrocyte,12
D3.MAA000928.3_9_M.1.1,oligodendrocyte,1
D3.MAA000930.3_8_M.1.1,astrocyte,0
D3.MAA000932.3_11_M.1.1,endothelial cell,2
D3.MAA000941.3_8_M.1.1,oligodendrocyte,1
D3.MAA000944.3_9_M.1.1,oligodendrocyte,5
D3.MAA000947.3_9_M.1.1,astrocyte,5
D3.MAA001845.3_39_F.1.1,endothelial cell,17
D3.MAA001895.3_38_F.1.1,endothelial cell,8
D4.B003274.3_38_F.1.1,oligodendrocyte,1
D4.B003290.3_38_F.1.1,endothelial cell,17
D4.MAA000550.3_10_M.1.1,oligodendrocyte,1
D4.MAA000560.3_10_M.1.1,astrocyte,0
D4.MAA000564.3_10_M.1.1,astrocyte,0
D4.MAA000615.3_10_M.1.1,oligodendrocyte,1
D4.MAA000926.3_9_M.1.1,oligodendrocyte,1
D4.MAA000935.3_8_M.1.1,oligodendrocyte,1
D4.MAA000942.3_8_M.1.1,astrocyte,0
D4.MAA000944.3_9_M.1.1,oligodendrocyte,1
D4.MAA001845.3_39_F.1.1,endothelial cell,11
D4.MAA001894.3_39_F.1.1,oligodendrocyte,1
D4.MAA001895.3_38_F.1.1,endothelial cell,2
D5.B003274.3_38_F.1.1,oligodendrocyte,1
D5.MAA000560.3_10_M.1.1,astrocyte,0
D5.MAA000564.3_10_M.1.1,endothelial cell,8
D5.MAA000578.3_10_M.1.1,Bergmann glial cell,6
D5.MAA000615.3_10_M.1.1,oligodendrocyte,15
D5.MAA000926.3_9_M.1.1,oligodendrocyte,13
D5.MAA000932.3_11_M.1.1,endothelial cell,2
D5.MAA000941.3_8_M.1.1,astrocyte,0
D5.MAA000944.3_9_M.1.1,astrocyte,19
D5.MAA001845.3_39_F.1.1,endothelial cell,17
D5.MAA001854.3_38_F.1.1,oligodendrocyte,12
D6.B003275.3_38_F.1.1,endothelial cell,8
D6.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,7
D6.MAA000615.3_10_M.1.1,astrocyte,0
D6.MAA000926.3_9_M.1.1,oligodendrocyte,1
D6.MAA000935.3_8_M.1.1,astrocyte,5
D6.MAA000942.3_8_M.1.1,neuron,18
D6.MAA000944.3_9_M.1.1,astrocyte,5
D6.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,7
D6.MAA001894.3_39_F.1.1,endothelial cell,8
D7.B003275.3_38_F.1.1,endothelial cell,8
D7.B003290.3_38_F.1.1,astrocyte,5
D7.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,9
D7.MAA000615.3_10_M.1.1,oligodendrocyte,1
D7.MAA000638.3_9_M.1.1,neuron,10
D7.MAA000926.3_9_M.1.1,oligodendrocyte,1
D7.MAA000932.3_11_M.1.1,endothelial cell,11
D7.MAA000944.3_9_M.1.1,oligodendrocyte,1
D7.MAA001895.3_38_F.1.1,endothelial cell,8
D8.MAA000560.3_10_M.1.1,oligodendrocyte,1
D8.MAA000563.3_10_M.1.1,oligodendrocyte,1
D8.MAA000564.3_10_M.1.1,oligodendrocyte,1
D8.MAA000615.3_10_M.1.1,oligodendrocyte,15
D8.MAA000923.3_9_M.1.1,oligodendrocyte,15
D8.MAA000926.3_9_M.1.1,oligodendrocyte,1
D8.MAA000928.3_9_M.1.1,oligodendrocyte,12
D8.MAA000941.3_8_M.1.1,oligodendrocyte,15
D9.B003275.3_38_F.1.1,oligodendrocyte precursor cell,7
D9.B003290.3_38_F.1.1,endothelial cell,2
D9.MAA000553.3_10_M.1.1,endothelial cell,11
D9.MAA000560.3_10_M.1.1,oligodendrocyte,15
D9.MAA000615.3_10_M.1.1,oligodendrocyte,1
D9.MAA000923.3_9_M.1.1,oligodendrocyte,1
D9.MAA000925.3_9_M.1.1,oligodendrocyte,1
D9.MAA000926.3_9_M.1.1,astrocyte,19
D9.MAA000928.3_9_M.1.1,Bergmann glial cell,6
D9.MAA000935.3_8_M.1.1,oligodendrocyte,1
D9.MAA001895.3_38_F.1.1,endothelial cell,8
E1.B003274.3_38_F.1.1,oligodendrocyte,13
E1.B003290.3_38_F.1.1,endothelial cell,11
E1.MAA000560.3_10_M.1.1,astrocyte,19
E1.MAA000926.3_9_M.1.1,oligodendrocyte precursor cell,7
E1.MAA000932.3_11_M.1.1,endothelial cell,11
E1.MAA000935.3_8_M.1.1,oligodendrocyte,9
E1.MAA000941.3_8_M.1.1,oligodendrocyte,1
E1.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,7
E1.MAA000944.3_9_M.1.1,oligodendrocyte,5
